,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Offense
NM,,,,,,,,,42272.0,39771.0,property-crime
FL,,,,,,,,,,,
FL,,,,,,,,,,,
FL,,,,,,,,,,,
FL,,,,,,,,,,,
FL,,,,,,,,,,,
FL,,,,,,,,,,,
FL,,,,,,,,,,,
FL,,,,,,,,,,,
FL,,,,,,,,,,,
FL,,,,,,,,,,,
NV,,,,,,,,,,174.0,aggravated-assault
NV,,,,,,,,,,324.0,burglary
NV,,,,,,,,,,863.0,larceny
NV,,,,,,,,,,240.0,motor-vehicle-theft
NV,,,,,,,,,,,
NV,,,,,,,,,,63.0,rape
NV,,,,,,,,,,101.0,robbery
NV,,,,,,,,,,3.0,arson
NV,,,,,,,,,,338.0,violent-crime
NV,,,,,,,,,,1430.0,property-crime
WA,3004.0,4615.0,9044.0,9074.0,9408.0,10047.0,11796.0,13051.0,13823.0,13506.0,aggravated-assault
WA,12654.0,22638.0,48258.0,49225.0,47821.0,47577.0,50521.0,48373.0,45702.0,39582.0,burglary
WA,34297.0,61069.0,124163.0,138217.0,146531.0,151728.0,172648.0,174969.0,169406.0,159287.0,larceny
WA,4942.0,7703.0,18000.0,20557.0,23034.0,21465.0,28925.0,28079.0,27587.0,24892.0,motor-vehicle-theft
WA,38.0,58.0,149.0,130.0,140.0,168.0,176.0,202.0,222.0,195.0,homicide
WA,588.0,1047.0,1730.0,1763.0,1945.0,2064.0,2692.0,3135.0,3448.0,3237.0,rape
WA,1746.0,2054.0,5031.0,5506.0,5756.0,5949.0,6697.0,6858.0,7387.0,6971.0,robbery
WA,299.0,630.0,993.0,984.0,1029.0,1104.0,1172.0,1207.0,1242.0,1140.0,arson
WA,5376.0,7774.0,15954.0,16473.0,17249.0,18228.0,21361.0,23246.0,24880.0,23909.0,violent-crime
WA,52192.0,92040.0,191414.0,208983.0,218415.0,221874.0,253266.0,252628.0,243937.0,224901.0,property-crime
NY,,,,,,,,,,,
NY,,,,,,,,,,,
NY,,,,,,,,,,,
NY,,,,,,,,,,,
NY,,,,,,,,,,,
NY,,,,,,,,,,,
NY,,,,,,,,,,,
NY,,,,,,,,,,,
NY,,,,,,,,,,,
NY,,,,,,,,,,,
SC,21393.0,21321.0,19941.0,17697.0,17394.0,17634.0,18232.0,18426.0,18603.0,19554.0,aggravated-assault
SC,50399.0,51888.0,49153.0,45149.0,40690.0,38778.0,36620.0,33942.0,33118.0,29776.0,burglary
SC,130624.0,133559.0,133130.0,128548.0,126275.0,123715.0,124188.0,123512.0,119342.0,115554.0,larceny
SC,13504.0,14085.0,13841.0,12822.0,12876.0,13462.0,14358.0,14797.0,15398.0,14813.0,motor-vehicle-theft
SC,268.0,318.0,330.0,302.0,321.0,405.0,357.0,374.0,406.0,449.0,homicide
SC,2205.0,2357.0,2409.0,2265.0,2248.0,2499.0,2573.0,2641.0,2686.0,2468.0,rape
SC,7401.0,6975.0,6730.0,5928.0,5977.0,5698.0,5939.0,5784.0,5233.0,4700.0,robbery
SC,960.0,1110.0,988.0,868.0,801.0,827.0,784.0,793.0,783.0,745.0,arson
SC,31267.0,30971.0,29410.0,26192.0,25940.0,26236.0,27101.0,27225.0,26928.0,27171.0,violent-crime
SC,195487.0,200642.0,197112.0,187387.0,180642.0,176782.0,175950.0,173044.0,168641.0,160888.0,property-crime
SD,1022.0,972.0,1259.0,1347.0,1499.0,1756.0,1846.0,1728.0,1762.0,2027.0,aggravated-assault
SD,3322.0,2993.0,3268.0,3226.0,2959.0,3071.0,3220.0,2943.0,2801.0,2860.0,burglary
SD,11738.0,11985.0,13813.0,12265.0,13081.0,13593.0,14318.0,13693.0,13192.0,13353.0,larceny
SD,745.0,840.0,985.0,787.0,938.0,1171.0,1458.0,1320.0,1423.0,1686.0,motor-vehicle-theft
SD,14.0,15.0,15.0,12.0,17.0,28.0,21.0,20.0,12.0,16.0,homicide
SD,373.0,426.0,524.0,419.0,417.0,452.0,470.0,517.0,538.0,539.0,rape
SD,166.0,177.0,177.0,181.0,210.0,233.0,286.0,217.0,248.0,191.0,robbery
SD,78.0,130.0,140.0,90.0,78.0,74.0,82.0,101.0,83.0,95.0,arson
SD,1575.0,1590.0,1975.0,1959.0,2143.0,2469.0,2623.0,2482.0,2560.0,2773.0,violent-crime
SD,15883.0,15948.0,18206.0,16368.0,17056.0,17909.0,19078.0,18057.0,17499.0,17994.0,property-crime
WI,5037.0,5165.0,6639.0,6422.0,7012.0,7560.0,7968.0,9527.0,9346.0,9990.0,aggravated-assault
WI,14666.0,14866.0,15584.0,14446.0,12921.0,13199.0,13898.0,13806.0,12630.0,11662.0,burglary
WI,47703.0,44694.0,44807.0,41994.0,40097.0,42705.0,46585.0,48275.0,48344.0,51066.0,larceny
WI,5614.0,5809.0,5930.0,5444.0,7768.0,8883.0,8082.0,7733.0,7394.0,6514.0,motor-vehicle-theft
WI,117.0,109.0,110.0,126.0,113.0,186.0,184.0,155.0,149.0,158.0,homicide
WI,784.0,864.0,932.0,856.0,850.0,1062.0,1196.0,1346.0,1673.0,1744.0,rape
WI,4432.0,4429.0,4603.0,5062.0,5491.0,5702.0,5282.0,5040.0,4121.0,3431.0,robbery
WI,462.0,451.0,520.0,516.0,457.0,389.0,527.0,618.0,541.0,478.0,arson
WI,10370.0,10567.0,12284.0,12466.0,13466.0,14510.0,14630.0,16068.0,15289.0,15323.0,violent-crime
WI,68445.0,65820.0,66841.0,62400.0,61243.0,65176.0,69092.0,70432.0,68909.0,69720.0,property-crime
OH,10229.0,9773.0,9607.0,9736.0,10104.0,10655.0,12251.0,14799.0,16005.0,16512.0,aggravated-assault
OH,84637.0,87502.0,81345.0,73403.0,65012.0,57721.0,57484.0,54095.0,46855.0,40789.0,burglary
OH,193578.0,196904.0,188121.0,185160.0,179653.0,172403.0,177078.0,178823.0,165084.0,152061.0,larceny
OH,16631.0,16570.0,15621.0,15566.0,14954.0,14056.0,17291.0,18362.0,18049.0,17006.0,motor-vehicle-theft
OH,412.0,400.0,380.0,391.0,380.0,432.0,562.0,644.0,543.0,494.0,homicide
OH,2960.0,2900.0,3055.0,3089.0,3860.0,4138.0,4423.0,4992.0,5084.0,4739.0,rape
OH,16041.0,15290.0,14423.0,13766.0,12341.0,12008.0,11936.0,11613.0,10790.0,9858.0,robbery
OH,1970.0,1851.0,1852.0,1447.0,1504.0,1545.0,1524.0,1408.0,1287.0,1077.0,arson
OH,29642.0,28363.0,27465.0,26982.0,26685.0,27233.0,29172.0,32048.0,32422.0,31603.0,violent-crime
OH,296816.0,302827.0,286939.0,275576.0,261123.0,245725.0,253377.0,252688.0,231275.0,210933.0,property-crime
GA,,,,,,,,,140.0,3936.0,aggravated-assault
GA,,,,,,,,,271.0,6469.0,burglary
GA,,,,,,,,,1152.0,28977.0,larceny
GA,,,,,,,,,106.0,3258.0,motor-vehicle-theft
GA,,,,,,,,,2.0,73.0,homicide
GA,,,,,,,,,56.0,673.0,rape
GA,,,,,,,,,53.0,1142.0,robbery
GA,,,,,,,,,11.0,173.0,arson
GA,,,,,,,,,251.0,5824.0,violent-crime
GA,,,,,,,,,1540.0,38877.0,property-crime
OK,1158.0,1308.0,1893.0,2279.0,2533.0,2840.0,3212.0,3473.0,3480.0,5908.0,aggravated-assault
OK,3528.0,4691.0,7893.0,10073.0,9587.0,10303.0,11702.0,11097.0,11333.0,15911.0,burglary
OK,7417.0,10169.0,16664.0,21014.0,20953.0,21043.0,24753.0,25845.0,26382.0,39894.0,larceny
OK,746.0,1036.0,1755.0,2313.0,2452.0,2686.0,3462.0,3856.0,4332.0,7318.0,motor-vehicle-theft
OK,21.0,26.0,23.0,36.0,38.0,57.0,63.0,52.0,62.0,144.0,homicide
OK,183.0,231.0,424.0,437.0,537.0,619.0,763.0,832.0,986.0,1306.0,rape
OK,162.0,196.0,224.0,302.0,404.0,404.0,449.0,497.0,542.0,1285.0,robbery
OK,126.0,160.0,270.0,392.0,362.0,326.0,398.0,412.0,419.0,514.0,arson
OK,1524.0,1761.0,2564.0,3054.0,3512.0,3920.0,4487.0,4854.0,5070.0,8643.0,violent-crime
OK,11817.0,16056.0,26582.0,33792.0,33354.0,34358.0,40315.0,41210.0,42466.0,63637.0,property-crime
CA,,,,,,,,,,,
CA,,,,,,,,,,,
CA,,,,,,,,,,,
CA,,,,,,,,,,,
CA,,,,,,,,,,,
CA,,,,,,,,,,,
CA,,,,,,,,,,,
CA,,,,,,,,,,,
CA,,,,,,,,,,,
CA,,,,,,,,,,,
WV,3726.0,3815.0,4243.0,3624.0,3800.0,4115.0,4651.0,4588.0,3671.0,3147.0,aggravated-assault
WV,9817.0,9830.0,11017.0,8611.0,7535.0,7916.0,8929.0,7489.0,5519.0,4070.0,burglary
WV,25123.0,24908.0,29603.0,24464.0,23071.0,23201.0,24753.0,22211.0,17663.0,14663.0,larceny
WV,2065.0,1869.0,2104.0,1751.0,1626.0,1858.0,2331.0,2913.0,2007.0,1758.0,motor-vehicle-theft
WV,57.0,84.0,69.0,58.0,73.0,71.0,85.0,96.0,76.0,73.0,homicide
WV,630.0,620.0,753.0,600.0,516.0,623.0,638.0,775.0,656.0,600.0,rape
WV,776.0,837.0,921.0,647.0,555.0,714.0,791.0,593.0,363.0,257.0,robbery
WV,336.0,295.0,389.0,242.0,214.0,243.0,269.0,249.0,237.0,177.0,arson
WV,5189.0,5356.0,5986.0,4929.0,4944.0,5523.0,6165.0,6052.0,4766.0,4077.0,violent-crime
WV,37341.0,36902.0,43113.0,35068.0,32446.0,33218.0,36282.0,32862.0,25426.0,20668.0,property-crime
WY,,,,,,,,,,29.0,aggravated-assault
WY,,,,,,,,,,66.0,burglary
WY,,,,,,,,,,340.0,larceny
WY,,,,,,,,,,20.0,motor-vehicle-theft
WY,,,,,,,,,,,
WY,,,,,,,,,,48.0,rape
WY,,,,,,,,,,4.0,robbery
WY,,,,,,,,,,6.0,arson
WY,,,,,,,,,,81.0,violent-crime
WY,,,,,,,,,,432.0,property-crime
OR,1823.0,1931.0,1999.0,1989.0,2652.0,5165.0,6344.0,6876.0,7305.0,7385.0,aggravated-assault
OR,6072.0,6814.0,8020.0,7621.0,8505.0,13377.0,16601.0,18535.0,18057.0,15735.0,burglary
OR,26290.0,29111.0,30830.0,33215.0,41018.0,69188.0,88000.0,91442.0,93225.0,87155.0,larceny
OR,1818.0,1804.0,2587.0,2763.0,3760.0,8484.0,12783.0,17076.0,16779.0,15044.0,motor-vehicle-theft
OR,28.0,37.0,26.0,25.0,29.0,93.0,93.0,97.0,82.0,100.0,homicide
OR,526.0,539.0,509.0,432.0,613.0,1306.0,1777.0,2055.0,2202.0,1800.0,rape
OR,560.0,547.0,705.0,746.0,949.0,1892.0,2909.0,3090.0,3361.0,3211.0,robbery
OR,398.0,356.0,408.0,378.0,442.0,811.0,1002.0,1096.0,1161.0,1004.0,arson
OR,2937.0,3054.0,3239.0,3192.0,4243.0,8456.0,11123.0,12118.0,12950.0,12496.0,violent-crime
OR,34578.0,38085.0,41845.0,43977.0,53725.0,91860.0,118386.0,128149.0,129222.0,118938.0,property-crime
GM,,,,,,,,,,,
GM,,,,,,,,,,,
GM,,,,,,,,,,,
GM,,,,,,,,,,,
GM,,,,,,,,,,,
GM,,,,,,,,,,,
GM,,,,,,,,,,,
GM,,,,,,,,,,,
GM,,,,,,,,,,,
GM,,,,,,,,,,,
KS,6410.0,6138.0,6298.0,5949.0,5769.0,6181.0,6458.0,6808.0,7564.0,7634.0,aggravated-assault
KS,17003.0,16691.0,17277.0,16082.0,14087.0,13417.0,12887.0,12826.0,11991.0,9718.0,burglary
KS,49327.0,50173.0,52925.0,49330.0,43380.0,42354.0,44173.0,46386.0,43175.0,41515.0,larceny
KS,3893.0,4434.0,4617.0,4717.0,4622.0,4618.0,4989.0,5629.0,5978.0,5502.0,motor-vehicle-theft
KS,57.0,63.0,52.0,74.0,52.0,75.0,76.0,96.0,93.0,75.0,homicide
KS,1204.0,1162.0,1220.0,1069.0,991.0,1127.0,1110.0,1214.0,1260.0,1190.0,rape
KS,1488.0,1340.0,1292.0,1262.0,1224.0,1616.0,1571.0,1612.0,1340.0,1142.0,robbery
KS,1031.0,876.0,847.0,659.0,689.0,758.0,689.0,765.0,738.0,600.0,arson
KS,9159.0,8703.0,8862.0,8354.0,8036.0,8999.0,9215.0,9730.0,10257.0,10041.0,violent-crime
KS,71254.0,72174.0,75666.0,70788.0,62778.0,61147.0,62738.0,65606.0,61882.0,57335.0,property-crime
CO,9563.0,9056.0,10201.0,9731.0,10072.0,10405.0,11634.0,12767.0,14468.0,13217.0,aggravated-assault
CO,26754.0,26860.0,30255.0,29778.0,28107.0,28121.0,28419.0,27437.0,26927.0,22800.0,burglary
CO,88910.0,91511.0,107787.0,111159.0,107938.0,113208.0,118326.0,118092.0,121374.0,111059.0,larceny
CO,10607.0,10750.0,12585.0,13266.0,13253.0,16864.0,20535.0,22813.0,23184.0,21643.0,motor-vehicle-theft
CO,110.0,138.0,161.0,161.0,142.0,146.0,182.0,220.0,216.0,212.0,homicide
CO,2485.0,2631.0,2989.0,2935.0,3055.0,3337.0,3695.0,4083.0,4334.0,3656.0,rape
CO,4304.0,4598.0,4769.0,4445.0,4280.0,4584.0,4973.0,5416.0,5480.0,4735.0,robbery
CO,1051.0,1151.0,1127.0,1061.0,1197.0,1031.0,1186.0,1324.0,1283.0,1141.0,arson
CO,16462.0,16423.0,18120.0,17272.0,17549.0,18472.0,20484.0,22486.0,24498.0,21820.0,violent-crime
CO,127322.0,130272.0,151754.0,155264.0,150495.0,159224.0,168466.0,169666.0,172768.0,156643.0,property-crime
KY,1829.0,2027.0,2281.0,2195.0,3050.0,4734.0,5117.0,5326.0,5179.0,5811.0,aggravated-assault
KY,19758.0,23572.0,23809.0,20742.0,23406.0,24245.0,22941.0,21955.0,18882.0,16921.0,burglary
KY,44982.0,53466.0,59200.0,56191.0,61378.0,72090.0,72836.0,71697.0,67101.0,65169.0,larceny
KY,3465.0,4032.0,4545.0,4188.0,6038.0,8058.0,10360.0,10809.0,10833.0,10602.0,motor-vehicle-theft
KY,103.0,90.0,137.0,125.0,140.0,217.0,270.0,269.0,250.0,222.0,homicide
KY,1696.0,1882.0,1787.0,1650.0,1653.0,1782.0,1953.0,2059.0,2051.0,1724.0,rape
KY,1919.0,2300.0,2935.0,2588.0,3473.0,4687.0,4809.0,4166.0,3396.0,3005.0,robbery
KY,508.0,492.0,579.0,469.0,432.0,459.0,440.0,389.0,429.0,373.0,arson
KY,5547.0,6299.0,7140.0,6558.0,8316.0,11420.0,12149.0,11820.0,10876.0,10762.0,violent-crime
KY,68713.0,81562.0,88133.0,81590.0,91254.0,104852.0,106577.0,104850.0,97245.0,93065.0,property-crime
PA,,,,4.0,67.0,72.0,51.0,45.0,38.0,25.0,aggravated-assault
PA,,,,110.0,348.0,450.0,369.0,350.0,165.0,58.0,burglary
PA,,,1.0,416.0,2190.0,2480.0,2161.0,2140.0,1336.0,747.0,larceny
PA,,,,14.0,47.0,77.0,56.0,50.0,44.0,36.0,motor-vehicle-theft
PA,,,,4.0,1.0,1.0,9.0,2.0,1.0,,homicide
PA,,,,15.0,48.0,57.0,44.0,34.0,40.0,23.0,rape
PA,,,,7.0,60.0,87.0,66.0,47.0,47.0,20.0,robbery
PA,,,,2.0,19.0,29.0,25.0,13.0,11.0,,arson
PA,,,,30.0,176.0,217.0,170.0,128.0,126.0,68.0,violent-crime
PA,,,1.0,542.0,2604.0,3036.0,2611.0,2553.0,1556.0,841.0,property-crime
CT,2799.0,2811.0,2842.0,2518.0,2234.0,2215.0,2715.0,2525.0,2747.0,2861.0,aggravated-assault
CT,10080.0,10088.0,10148.0,8798.0,8527.0,7199.0,8101.0,7495.0,7241.0,6452.0,burglary
CT,37964.0,37986.0,38583.0,35672.0,35450.0,34864.0,37567.0,38850.0,39005.0,36313.0,larceny
CT,3198.0,3172.0,2883.0,2962.0,2967.0,3201.0,4468.0,5314.0,5780.0,5267.0,motor-vehicle-theft
CT,59.0,64.0,80.0,43.0,41.0,49.0,48.0,48.0,57.0,76.0,homicide
CT,497.0,544.0,544.0,537.0,496.0,504.0,530.0,602.0,722.0,713.0,rape
CT,2224.0,2343.0,2298.0,2205.0,1950.0,1740.0,1948.0,1957.0,1953.0,1984.0,robbery
CT,323.0,265.0,256.0,206.0,199.0,195.0,196.0,222.0,183.0,200.0,arson
CT,5579.0,5762.0,5764.0,5303.0,4721.0,4508.0,5241.0,5132.0,5479.0,5634.0,violent-crime
CT,51565.0,51511.0,51870.0,47638.0,47143.0,45459.0,50332.0,51881.0,52209.0,48232.0,property-crime
LA,1877.0,2075.0,1372.0,1503.0,1540.0,2131.0,2112.0,2354.0,2458.0,2867.0,aggravated-assault
LA,4274.0,5522.0,4834.0,4401.0,4640.0,5563.0,5554.0,5564.0,5589.0,4426.0,burglary
LA,13754.0,15196.0,14796.0,14307.0,13713.0,16249.0,15844.0,18367.0,18613.0,16289.0,larceny
LA,1081.0,975.0,882.0,906.0,948.0,1162.0,1119.0,1290.0,1559.0,1317.0,motor-vehicle-theft
LA,32.0,36.0,14.0,31.0,29.0,39.0,42.0,56.0,50.0,78.0,homicide
LA,250.0,263.0,216.0,199.0,191.0,282.0,198.0,179.0,239.0,302.0,rape
LA,252.0,364.0,249.0,276.0,227.0,291.0,321.0,425.0,435.0,374.0,robbery
LA,38.0,82.0,30.0,34.0,41.0,77.0,46.0,60.0,60.0,61.0,arson
LA,2411.0,2738.0,1851.0,2009.0,1987.0,2743.0,2673.0,3014.0,3182.0,3621.0,violent-crime
LA,19147.0,21775.0,20542.0,19648.0,19342.0,23051.0,22563.0,25281.0,25821.0,22093.0,property-crime
TN,28161.0,28554.0,30772.0,27945.0,30011.0,30609.0,31860.0,32846.0,32217.0,31462.0,aggravated-assault
TN,69736.0,68134.0,61580.0,56178.0,51813.0,49171.0,45680.0,43446.0,37798.0,33657.0,burglary
TN,162382.0,163236.0,157484.0,152198.0,150192.0,149122.0,145217.0,151072.0,148679.0,141921.0,larceny
TN,14619.0,14310.0,13116.0,12103.0,12806.0,13376.0,15816.0,19183.0,21091.0,19580.0,motor-vehicle-theft
TN,358.0,384.0,404.0,334.0,372.0,424.0,502.0,542.0,507.0,498.0,homicide
TN,2940.0,2957.0,2914.0,2623.0,2781.0,3018.0,2990.0,3134.0,3090.0,2896.0,rape
TN,12118.0,11646.0,11582.0,10235.0,10255.0,10756.0,11210.0,11145.0,10083.0,8599.0,robbery
TN,1417.0,1340.0,1421.0,1287.0,1331.0,1120.0,1310.0,1148.0,1003.0,996.0,arson
TN,43577.0,43541.0,45672.0,41137.0,43419.0,44807.0,46562.0,47667.0,45897.0,43455.0,violent-crime
TN,248154.0,247020.0,233601.0,221766.0,216142.0,212789.0,208023.0,214849.0,208571.0,196154.0,property-crime
DC,147.0,110.0,110.0,114.0,123.0,112.0,170.0,119.0,121.0,150.0,aggravated-assault
DC,5.0,1.0,,2.0,3.0,,1.0,1.0,2.0,4.0,burglary
DC,1492.0,1249.0,1403.0,1461.0,1030.0,1035.0,1021.0,879.0,704.0,896.0,larceny
DC,190.0,118.0,116.0,89.0,101.0,71.0,79.0,43.0,44.0,36.0,motor-vehicle-theft
DC,,,,,,,1.0,,,,homicide
DC,7.0,2.0,1.0,2.0,2.0,,6.0,1.0,5.0,3.0,rape
DC,441.0,375.0,324.0,460.0,289.0,365.0,370.0,299.0,273.0,384.0,robbery
DC,,,1.0,2.0,3.0,1.0,3.0,,4.0,3.0,arson
DC,595.0,487.0,435.0,576.0,414.0,477.0,547.0,419.0,399.0,537.0,violent-crime
DC,1687.0,1368.0,1520.0,1554.0,1137.0,1107.0,1104.0,923.0,754.0,939.0,property-crime
