,ori,agency_name,agency_type_name,state_name,state_abbr,division_name,region_name,region_desc,county_name,nibrs,latitude,longitude,nibrs_start_date
3675,MO0830100,Parkville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PLATTE,False,39.378696,-94.761472,
3676,MO0480700,Lake Lotawana Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JACKSON,True,39.007233,-94.342507,04/01/2010
3677,MO0050700,Washburn Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BARRY,False,36.699378,-93.834326,
3678,MO0400100,Trenton Police Department,City,Missouri,MO,West North Central,Midwest,Region II,GRUNDY,False,40.08188,-93.60902,01/01/2020
3679,MO0980000,Saline County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,SALINE,False,39.13584,-93.204164,
3680,MO0550000,Lawrence County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,LAWRENCE,False,37.102707,-93.81838,01/01/2020
3681,MO0491500,Duquesne Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JASPER,True,37.205197,-94.337259,01/01/2013
3682,MO0080100,Cole Camp Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BENTON,False,38.301036,-93.287942,
3683,MO0250500,Plattsburg Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CLINTON,False,39.566444,-94.447365,
3684,MO0281000,Sullivan Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CRAWFORD; FRANKLIN,False,38.408313,-91.07341,
3685,MO0730600,Fairview Police Department,City,Missouri,MO,West North Central,Midwest,Region II,NEWTON,False,36.817432,-94.088234,
3686,MO0540200,Concordia Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAFAYETTE,False,39.068705,-93.802639,
3687,MO0951800,Crestwood Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.55943,-90.385635,01/01/2020
3688,MO0240700,North Kansas City Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CLAY,True,39.143047,-94.57261,10/01/2016
3689,MO0210000,Chariton County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,CHARITON,False,39.43295,-92.9416,
3690,MO1050700,Indian Point Police Department,City,Missouri,MO,West North Central,Midwest,Region II,STONE,False,36.747857,-93.467782,
3691,MO0160900,Southeast Missouri State University,University or College,Missouri,MO,West North Central,Midwest,Region II,CAPE GIRARDEAU,False,37.383866,-89.684919,
3692,MO0640000,Marion County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,MARION,False,39.7857,-91.515366,
3693,MO0900200,Bunker Police Department,City,Missouri,MO,West North Central,Midwest,Region II,DENT; REYNOLDS,False,37.360857,-90.969516,
3694,MO0831100,Edgerton Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PLATTE,False,39.378696,-94.761472,
3695,MO1090000,Vernon County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,VERNON,False,37.850196,-94.341597,
3696,MO0810400,Newburg Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PHELPS,False,37.866326,-91.790349,
3697,MO0120000,Butler County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,BUTLER,True,36.71518,-90.40313,12/01/2019
3698,MO0790000,Perry County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,PERRY,False,37.71113,-89.802125,
3699,MO0490400,Jasper Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JASPER,False,37.205197,-94.337259,
3700,MO0100400,University of Missouri: Columbia,University or College,Missouri,MO,West North Central,Midwest,Region II,BOONE,False,38.939278,-92.32371,02/01/2020
3701,MO0360000,Franklin County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,FRANKLIN,True,38.459488,-90.9924,12/01/2018
3702,MO1040400,Dexter Police Department,City,Missouri,MO,West North Central,Midwest,Region II,STODDARD,False,36.796616,-89.965935,02/01/2020
3703,MO1120100,Piedmont Police Department,City,Missouri,MO,West North Central,Midwest,Region II,WAYNE,False,37.15557,-90.695274,
3704,MO0910100,Doniphan Police Department,City,Missouri,MO,West North Central,Midwest,Region II,RIPLEY,False,36.617596,-90.82849,
3705,MO1080100,Cabool Police Department,City,Missouri,MO,West North Central,Midwest,Region II,TEXAS,False,37.314257,-91.964478,
3706,MO1070300,Hollister Police Department,City,Missouri,MO,West North Central,Midwest,Region II,TANEY,False,36.649827,-93.042819,03/01/2020
3707,MO0970200,St. Marys Police Department,City,Missouri,MO,West North Central,Midwest,Region II,STE GENEVIEVE,False,37.89018,-90.18117,
3708,MO0780200,Cooter Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PEMISCOT,False,36.209916,-89.785942,
3709,MO0950600,Bel-Ridge Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.71417,-90.32399,
3710,MO0952900,Flordell Hills Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.71042,-90.2666,02/01/2020
3711,MO0350200,Cardwell Police Department,City,Missouri,MO,West North Central,Midwest,Region II,DUNKLIN,False,36.153025,-90.062254,
3712,MO1110300,Potosi Police Department,City,Missouri,MO,West North Central,Midwest,Region II,WASHINGTON,True,37.94264,-90.897043,08/01/2019
3713,MO0830000,Platte County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,PLATTE,False,39.372177,-94.780914,
3714,MO0270100,Boonville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,COOPER,True,38.845386,-92.812323,04/01/2019
3715,MO0480600,Independence Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JACKSON,True,39.09326,-94.413155,02/01/2019
3716,MO0400000,Grundy County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,GRUNDY,False,40.073933,-93.618355,
3717,MO0955100,Moline Acres Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.751114,-90.24502,02/01/2020
3718,MO0120300,Qulin Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BUTLER,False,36.71518,-90.40313,
3719,MO0940800,Leadwood Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST FRANCOIS,False,37.843132,-90.49839,
3720,MO0491400,Duenweg Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JASPER,False,37.205197,-94.337259,
3721,MO0390700,Fair Grove Police Department,City,Missouri,MO,West North Central,Midwest,Region II,GREENE,False,37.380306,-93.161316,
3722,MO1140000,Worth County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,WORTH,False,40.480428,-94.419067,
3723,MO0410000,Harrison County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,HARRISON,False,40.34562,-93.992582,
3724,MO0840000,Polk County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,POLK,False,37.612648,-93.410904,
3725,MO0560100,Canton Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LEWIS,False,40.084559,-91.728803,
3726,MO0959700,Oakland Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.602047,-90.35826,
3727,MO0600600,Lanagan Police Department,City,Missouri,MO,West North Central,Midwest,Region II,MCDONALD,False,36.630218,-94.343956,
3728,MO0540500,Lexington Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAFAYETTE,False,39.172672,-93.87473,
3729,MO1130200,Seymour Police Department,City,Missouri,MO,West North Central,Midwest,Region II,WEBSTER,False,37.280804,-92.87608,
3730,MO0070000,Bates County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,BATES,False,38.257217,-94.339246,
3731,MO1050600,Branson West Police Department,City,Missouri,MO,West North Central,Midwest,Region II,STONE,False,36.747857,-93.467782,
3732,MO0900100,Ellington Police Department,City,Missouri,MO,West North Central,Midwest,Region II,REYNOLDS,False,37.360857,-90.969516,
3733,MO0810700,Missouri University of Science and Technology,University or College,Missouri,MO,West North Central,Midwest,Region II,PHELPS,False,37.95486,-91.76458,01/01/2020
3734,MO0980300,Sweet Springs Police Department,City,Missouri,MO,West North Central,Midwest,Region II,SALINE,False,38.964317,-93.41781,
3735,MO0720900,Howardville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,NEW MADRID,False,36.594261,-89.655948,
3736,MO0890900,Orrick Police Department,City,Missouri,MO,West North Central,Midwest,Region II,RAY,False,39.308401,-93.995746,
3737,MO0831400,Tracy Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PLATTE,False,39.378696,-94.761472,
3738,MO0550300,Miller Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAWRENCE,False,37.106135,-93.833262,
3739,MO1080000,Texas County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,TEXAS,False,37.314257,-91.964478,
3740,MO0956200,Richmond Heights Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.628307,-90.319824,01/01/2020
3741,MO0490300,Carthage Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JASPER,True,37.176098,-94.31286,01/01/2014
3742,MO1040500,Puxico Police Department,City,Missouri,MO,West North Central,Midwest,Region II,STODDARD,False,36.949924,-90.15744,
3743,MO0261700,Capitol Police,Other State Agency,Missouri,MO,West North Central,Midwest,Region II,COLE,False,38.503233,-92.280027,
3744,MO0190700,Raymore Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CASS,False,38.647159,-94.354242,
3745,MO0280200,Cuba Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CRAWFORD,False,38.058746,-91.40197,
3746,MO0950900,Brentwood Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.621582,-90.337296,
3747,MO0130000,Caldwell County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,CALDWELL,True,39.658998,-93.979179,01/01/2017
3748,MO1070200,Forsyth Police Department,City,Missouri,MO,West North Central,Midwest,Region II,TANEY,False,36.649827,-93.042819,
3749,MO0480500,Greenwood Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CASS; JACKSON,False,38.85141,-94.34282,
3750,MO0830300,Platte Woods Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PLATTE,False,39.23214,-94.65627,
3751,MO0050500,Seligman Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BARRY,False,36.699378,-93.834326,03/01/2020
3752,MO0957300,University City Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.65647,-90.309975,
3753,MO0120200,Poplar Bluff Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BUTLER,False,36.71518,-90.40313,
3754,MO0980200,Slater Police Department,City,Missouri,MO,West North Central,Midwest,Region II,SALINE,False,39.13584,-93.204164,
3755,MO0390800,Strafford Police Department,City,Missouri,MO,West North Central,Midwest,Region II,WEBSTER; GREENE,False,37.258196,-93.340641,
3756,MO0630000,Maries County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,MARIES,False,38.162615,-91.923601,
3757,MO0510900,Leeton Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JOHNSON,False,38.582184,-93.69738,
3758,MO0200000,Cedar County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,CEDAR,False,37.733655,-93.850014,
3759,MO0340100,Ava Police Department,City,Missouri,MO,West North Central,Midwest,Region II,DOUGLAS,False,36.946517,-92.515892,
3760,MO0840100,Bolivar Police Department,City,Missouri,MO,West North Central,Midwest,Region II,POLK,True,37.616761,-93.400817,02/01/2019
3761,MO0410100,Bethany Police Department,City,Missouri,MO,West North Central,Midwest,Region II,HARRISON,False,40.34562,-93.992582,
3762,MO0540400,Higginsville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAFAYETTE,True,39.075752,-93.71704,05/01/2019
3763,MO0890800,Henrietta Police Department,City,Missouri,MO,West North Central,Midwest,Region II,RAY,False,39.308401,-93.995746,
3764,MO0560000,Lewis County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,LEWIS,False,40.119358,-91.7148,
3765,MO0600500,Goodman Police Department,City,Missouri,MO,West North Central,Midwest,Region II,MCDONALD,False,36.630218,-94.343956,
3766,MO1130100,Marshfield Police Department,City,Missouri,MO,West North Central,Midwest,Region II,WEBSTER,False,37.33698,-92.90627,
3767,MO1050500,Kimberling City Police Department,City,Missouri,MO,West North Central,Midwest,Region II,STONE,False,36.747857,-93.467782,02/01/2020
3768,MO0990000,Schuyler County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,SCHUYLER,False,40.469361,-92.519016,
3769,MO0070100,Adrian Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BATES,False,38.257217,-94.339246,
3770,MO0760300,Linn Police Department,City,Missouri,MO,West North Central,Midwest,Region II,OSAGE,False,38.47637,-91.83844,
3771,MO0810600,Edgar Springs Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PHELPS,False,37.866326,-91.790349,01/01/2020
3772,MO0900000,Reynolds County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,REYNOLDS,False,37.360857,-90.969516,
3773,MO0831300,Ferrelview Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PLATTE,False,39.31294,-94.666336,
3774,MO048270X,Jackson County Drug Task Force,Other,Missouri,MO,West North Central,Midwest,Region II,JACKSON,False,,,
3775,MO0240900,Pleasant Valley Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CLAY,False,39.315551,-94.421502,
3776,MO0290000,Dade County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,DADE,False,37.415035,-93.83943,
3777,MO0550200,Marionville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAWRENCE,False,37.106135,-93.833262,
3778,MO0958400,Woodson Terrace Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.72773,-90.35797,
3779,MO0610300,Macon Police Department,City,Missouri,MO,West North Central,Midwest,Region II,MACON,False,39.738636,-92.469795,02/01/2020
3780,MO0490200,Carterville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JASPER,False,37.144836,-94.43223,
3781,MO0100600,Hallsville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BOONE,False,38.989657,-92.310779,
3782,MO0261600,State Park Rangers,Other State Agency,Missouri,MO,West North Central,Midwest,Region II,,False,38.503233,-92.280027,
3783,MO0190600,Peculiar Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CASS,False,38.647159,-94.354242,
3784,MO0780000,Pemiscot County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,PEMISCOT,False,36.209916,-89.785942,02/01/2020
3785,MO0280100,Bourbon Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CRAWFORD,False,37.96656,-91.313933,
3786,MO0541600,Lake Lafayette Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAFAYETTE,False,39.068705,-93.802639,
3787,MO0050400,Purdy Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BARRY,False,36.699378,-93.834326,
3788,MO0950800,Breckenridge Hills Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.718903,-90.36529,03/01/2020
3789,MO0620100,Fredericktown Police Department,City,Missouri,MO,West North Central,Midwest,Region II,MADISON,False,37.56045,-90.29444,
3790,MO0130100,Braymer Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CALDWELL,False,39.658998,-93.979179,
3791,MO0480400,Grandview Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JACKSON,False,38.889206,-94.53133,
3792,MO0350000,Dunklin County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,DUNKLIN,True,36.153025,-90.062254,01/01/2020
3793,MO0830200,Platte City Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PLATTE,False,39.367268,-94.77963,
3794,MO1070100,Branson Police Department,City,Missouri,MO,West North Central,Midwest,Region II,TANEY,False,36.64156,-93.217384,
3795,MO0500000,Jefferson County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,JEFFERSON,False,38.257414,-90.543138,
3796,MO0470500,Viburnum Police Department,City,Missouri,MO,West North Central,Midwest,Region II,IRON,False,37.716774,-91.135864,
3797,MO0250200,Gower Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BUCHANAN; CLINTON,False,39.608723,-94.395803,01/01/2020
3798,MO0720300,Morehouse Police Department,City,Missouri,MO,West North Central,Midwest,Region II,NEW MADRID,False,36.594261,-89.655948,
3799,MO0090200,Marble Hill Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BOLLINGER,False,37.318349,-90.024601,
3800,MO0390500,Battlefield Police Department,City,Missouri,MO,West North Central,Midwest,Region II,GREENE,False,37.258196,-93.340641,
3801,MO0953800,Hazelwood Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.78464,-90.35471,02/01/2020
3802,MO0260000,Cole County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,COLE,False,38.503233,-92.280027,02/01/2020
3803,MO0800300,Sedalia Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PETTIS,False,38.70995,-93.22888,
3804,MO0560300,La Grange Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LEWIS,False,40.084559,-91.728803,
3805,MO1130400,Fordland Police Department,City,Missouri,MO,West North Central,Midwest,Region II,WEBSTER,False,37.280804,-92.87608,
3806,MO0959A00,Chesterfield Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.640702,-90.445954,04/01/2020
3807,MO0540700,Waverly Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAFAYETTE,True,39.209415,-93.51615,02/01/2018
3808,MO0730100,Diamond Police Department,City,Missouri,MO,West North Central,Midwest,Region II,NEWTON,False,36.908014,-94.334742,
3809,MO0240400,Gladstone Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CLAY,True,39.00026,-94.57986,07/01/2010
3810,MO0340000,Douglas County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,DOUGLAS,False,36.946517,-92.515892,
3811,MO0940600,Farmington Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST FRANCOIS,False,37.78024,-90.41732,
3812,MO0550500,Pierce City Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAWRENCE,False,37.106135,-93.833262,
3813,MO0420000,Henry County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,HENRY,True,38.37072,-93.77608,03/01/2018
3814,MO0810100,Rolla Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PHELPS,False,37.951534,-91.77054,01/01/2020
3815,MO0391700,Logan-Rogersville School District,Other,Missouri,MO,West North Central,Midwest,Region II,GREENE,False,,,
3816,MO0150600,Linn Creek Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CAMDEN,False,38.026646,-92.765407,
3817,MO0490100,Carl Junction Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JASPER,False,37.205197,-94.337259,
3818,MO0880200,Huntsville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,RANDOLPH,False,39.439945,-92.54444,
3819,MO0060900,Liberal Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BARTON,False,37.500799,-94.344089,
3820,MO0111100,Missouri Western State University,University or College,Missouri,MO,West North Central,Midwest,Region II,BUCHANAN,True,39.75644,-94.78772,03/01/2018
3821,MO0952600,Eureka Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.495453,-90.63114,01/01/2020
3822,MO0950300,Bella Villa Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.542965,-90.28872,03/01/2020
3823,MO0480300,Grain Valley Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JACKSON,True,39.01781,-94.198105,02/01/2006
3824,MO0832000,Platte County Multi-Jurisdictional Enforcement Group,Other,Missouri,MO,West North Central,Midwest,Region II,PLATTE,False,39.372177,-94.780914,
3825,MO0780500,Steele Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PEMISCOT,False,36.083977,-89.829506,
3826,MO074015Y,Northwest Missouri State University,University or College,Missouri,MO,West North Central,Midwest,Region II,NODAWAY,False,,,01/01/2020
3827,MO0570000,Lincoln County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,LINCOLN,False,38.97115,-90.96279,
3828,MO0100100,Centralia Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BOONE,False,39.21119,-92.13775,
3829,MO0950C00,St. Louis Community College: Meramec,University or College,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.56692,-90.42112,
3830,MO1070000,Taney County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,TANEY,False,36.649827,-93.042819,
3831,MO0720400,New Madrid Police Department,City,Missouri,MO,West North Central,Midwest,Region II,NEW MADRID,True,36.594261,-89.655948,02/01/2019
3832,MO0470400,Arcadia Police Department,City,Missouri,MO,West North Central,Midwest,Region II,IRON,False,37.62596,-90.699627,
3833,MO0500100,Crystal City Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JEFFERSON,False,38.220413,-90.37762,
3834,MO0250100,Cameron Police Department,City,Missouri,MO,West North Central,Midwest,Region II,DEKALB; CLINTON,True,39.740257,-94.23696,09/01/2019
3835,MO0330100,Salem Police Department,City,Missouri,MO,West North Central,Midwest,Region II,DENT,False,37.646023,-91.53839,01/01/2020
3836,MO1000000,Scotland County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,SCOTLAND,False,40.45912,-92.16938,
3837,MO1060100,Milan Police Department,City,Missouri,MO,West North Central,Midwest,Region II,SULLIVAN,False,40.20283,-93.125496,
3838,MO0951400,Clayton Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.574097,-90.3642,01/01/2020
3839,MO0240300,Excelsior Springs Police Department,City,Missouri,MO,West North Central,Midwest,Region II,RAY; CLAY,False,39.341213,-94.22317,
3840,MO0730200,Granby Police Department,City,Missouri,MO,West North Central,Midwest,Region II,NEWTON,False,36.908014,-94.334742,
3841,MO0481300,Lake Tapawingo Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JACKSON,False,39.015976,-94.318054,02/01/2020
3842,MO0810000,Phelps County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,PHELPS,False,37.94536,-91.77269,01/01/2020
3843,MO0540600,Odessa Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAFAYETTE,True,39.001717,-93.95349,12/01/2019
3844,MOMHP0700,Gaming Commission Enforcement Division,Other State Agency,Missouri,MO,West North Central,Midwest,Region II,,True,38.503233,-92.280027,07/01/2018
3845,MO1050300,Reeds Spring Police Department,City,Missouri,MO,West North Central,Midwest,Region II,STONE,False,36.747857,-93.467782,
3846,MO0550400,Mount Vernon Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAWRENCE,False,37.106135,-93.833262,
3847,MO0420100,Clinton Police Department,City,Missouri,MO,West North Central,Midwest,Region II,HENRY,False,38.386491,-93.792628,
3848,MO0490000,Jasper County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,JASPER,False,37.09708,-94.385895,
3849,MO0391800,Springfield-Greene County Park Rangers,Other,Missouri,MO,West North Central,Midwest,Region II,GREENE,False,37.258196,-93.340641,
3850,MO0880300,Moberly Police Department,City,Missouri,MO,West North Central,Midwest,Region II,RANDOLPH,False,39.42082,-92.43792,
3851,MO0954800,Maplewood Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.61286,-90.32577,01/01/2020
3852,MO0320300,Stewartsville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,DEKALB,False,39.894665,-94.40719,
3853,MO0952500,Ellisville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.59302,-90.59231,01/01/2020
3854,MO0950200,Ballwin Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.640702,-90.445954,01/01/2020
3855,MO1150000,Wright County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,WRIGHT,False,37.267636,-92.48001,
3856,MO0480200,Buckner Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JACKSON,False,39.007233,-94.342507,
3857,MO0262200,Department of Revenue Compliance and Investigation Bureau,Other State Agency,Missouri,MO,West North Central,Midwest,Region II,,False,,,
3858,MO0780600,Wardell Police Department,City,Missouri,MO,West North Central,Midwest,Region II,PEMISCOT,False,36.209916,-89.785942,
3859,MO0100000,Boone County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,BOONE,False,39.004833,-92.304825,01/01/2020
3860,MO0570100,Elsberry Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LINCOLN,False,39.16612,-90.781906,
3861,MO0660000,Miller County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,MILLER,False,38.21672,-92.429871,
3862,MO0700800,New Florence Police Department,City,Missouri,MO,West North Central,Midwest,Region II,MONTGOMERY,False,38.935162,-91.465437,01/01/2020
3863,MO0950B00,University of Missouri: St. Louis,University or College,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.70712,-90.311516,
3864,MO0502100,Dunklin R-5 School District,Other,Missouri,MO,West North Central,Midwest,Region II,JEFFERSON,False,,,01/01/2020
3865,MO0470300,Annapolis Police Department,City,Missouri,MO,West North Central,Midwest,Region II,IRON,False,37.62596,-90.699627,
3866,MO0250400,Lathrop Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CLINTON,False,39.608723,-94.395803,
3867,MO0957000,Sunset Hills Police Department,City,Missouri,MO,West North Central,Midwest,Region II,ST LOUIS,False,38.546673,-90.40366,03/01/2020
3868,MO0330000,Dent County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,DENT,False,37.64598,-91.53612,
3869,MO0090000,Bollinger County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,BOLLINGER,False,37.305595,-89.97046,
3870,MO0390300,Springfield Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CHRISTIAN; GREENE,True,37.215492,-93.29072,01/01/2020
3871,MO0080200,Lincoln Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BENTON,False,38.301036,-93.287942,02/01/2020
3872,MO0110100,St. Joseph Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BUCHANAN,True,39.76904,-94.85424,02/01/2018
3873,MO1060000,Sullivan County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,SULLIVAN,False,40.202194,-93.12458,
3874,MO0710700,Laurie Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CAMDEN; MORGAN,False,38.420807,-92.874835,
3875,MO0730300,Neosho Police Department,City,Missouri,MO,West North Central,Midwest,Region II,NEWTON,True,36.871155,-94.36636,11/01/2018
3876,MO1130600,Rogersville Police Department,City,Missouri,MO,West North Central,Midwest,Region II,GREENE; WEBSTER,False,37.280804,-92.87608,
3877,MO0430000,Hickory County Sheriff's Office,County,Missouri,MO,West North Central,Midwest,Region II,HICKORY,False,37.9367,-93.322834,
3878,MO0240600,Liberty Police Department,City,Missouri,MO,West North Central,Midwest,Region II,CLAY,False,39.2461,-94.41923,
3879,MO0481200,Lone Jack Police Department,City,Missouri,MO,West North Central,Midwest,Region II,JACKSON,False,38.865303,-94.17357,02/01/2020
3880,MO1000100,Memphis Police Department,City,Missouri,MO,West North Central,Midwest,Region II,SCOTLAND,False,40.45908,-92.16935,
3881,MO0540900,Napoleon Police Department,City,Missouri,MO,West North Central,Midwest,Region II,LAFAYETTE,False,39.132637,-94.065575,
3882,MO0070400,Rich Hill Police Department,City,Missouri,MO,West North Central,Midwest,Region II,BATES,False,38.257217,-94.339246,
3883,MO0640100,Hannibal Police Department,City,Missouri,MO,West North Central,Midwest,Region II,RALLS; MARION,False,39.807538,-91.635379,
3884,MO0420200,Deepwater Police Department,City,Missouri,MO,West North Central,Midwest,Region II,HENRY,False,38.386491,-93.792628,
