DATE,KSURN
2009-01-01,6.9000000000000000
2010-01-01,6.9500000000000000
2011-01-01,6.4083333333333333
2012-01-01,5.7250000000000000
2013-01-01,5.2833333333333333
2014-01-01,4.5083333333333333
2015-01-01,4.1666666666666667
2016-01-01,4.0333333333333333
2017-01-01,3.6250000000000000
2018-01-01,3.2750000000000000
2019-01-01,3.1666666666666667
